"id";"name";"species";"price";"for_viewing"
"484";1385;"Red-bellied weaver";"Birds";1000;TRUE
"485";1386;"Rose-breasted Pigeon";"Birds";1000;TRUE
"486";1387;"Rusty Goose";"Birds";1000;TRUE
"487";1391;"Amazonian duck";"Birds";1000;TRUE
"488";1392;"Speckled Hornbill";"Birds";1500;FALSE
"489";1393;"Lori Sumbawa";"Birds";1500;TRUE
"490";1394;"Brown-bellied Stepper";"Birds";2000;TRUE
"491";1395;"Little Swan";"Birds";2500;TRUE
"492";1396;"Kolpik African";"Birds";3000;TRUE
"493";1397;"Pekari of Wagner";"Mammals";2000;TRUE
"494";1398;"Palawan porcupine";"Mammals";2000;TRUE
"495";1399;"Rusty quahog";"Birds";2000;TRUE
"496";1401;"Steppe Daman";"Mammals";2000;TRUE
"497";1404;"Dikdik Kirkov";"Mammals";3000;TRUE
"498";1405;"White-backed Rhinoceros Auklet";"Mammals";5000;TRUE
"499";1406;"Grey-winged Ibis";"Birds";3000;TRUE
"500";1407;"Beaked whale Luzon";"Birds";2000;TRUE
"501";1408;"Great Buzzard";"Birds";2000;TRUE
"502";1409;"Pale Pythium";"Birds";1500;FALSE
"503";1411;"Mottled Duck";"Birds";1000;TRUE
"504";1412;"Star Tortoise";"Reptiles";1500;TRUE
"505";1413;"Varanus borneus";"Reptiles";5000;TRUE
"506";1414;"Netted toad";"Amphibians";1000;TRUE
"507";1415;"White-fronted sundew";"Amphibians";1000;TRUE
"508";1416;"Rosnice sine";"Amphibians";1000;TRUE
"509";1417;"Dewberry salamander";"Amphibians";1000;TRUE
"510";1418;"Common fritillary";"Amphibians";1000;TRUE
"511";1419;"Pheasant peacock";"Birds";1000;TRUE
"512";1420;"Sooty Owl";"Birds";1000;TRUE
"513";1421;"Chestnut duck";"Birds";1000;TRUE
